@relation WALMART_SALES_DATA-weka.filters.unsupervised.attribute.Reorder-Rfirst-last-weka.filters.unsupervised.attribute.Reorder-Rfirst-last-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.Remove-R7-8

@attribute Unemployment numeric
@attribute CPI numeric
@attribute Fuel_Price numeric
@attribute Temperature numeric
@attribute Holiday_Flag numeric
@attribute Weekly_Sales numeric

@data
8.572,136.629757,2.717,69.31,0,905987.17
8.572,136.627732,2.776,56.32,0,1015051.62
8.572,136.640194,2.878,55.23,0,954401.46
8.572,136.688871,2.919,50.24,0,960998.52
8.572,136.737548,2.938,57.73,0,1025766.27
8.572,136.786226,2.938,44.34,0,1006888.16
8.572,136.834903,2.961,44.42,0,1043698.64
8.572,136.771571,3.03,48.62,0,985896.44
8.572,136.689571,3.07,44.61,1,1564502.26
8.572,136.607571,3.065,39.42,0,1230514.58
8.572,136.525571,3.132,28.43,0,1367202.84
8.572,136.529281,3.139,30.46,0,1527682.99
8.572,136.597273,3.15,29.76,0,1962445.04
8.572,136.665265,3.177,28.49,1,774262.28
8.458,136.733257,3.193,32.56,0,873954.7
8.458,136.803477,3.215,24.76,0,807535.52
8.458,136.887066,3.232,26.8,0,855001.02
8.458,136.970654,3.243,20.61,0,799369.15
8.458,137.054243,3.24,26.39,0,946060.98
8.458,137.137832,3.255,28.89,1,1009206.33
8.458,137.251185,3.263,35.34,0,975964.86
8.458,137.376444,3.281,30.23,0,911245.43
8.458,137.501703,3.437,33.52,0,997353.15
8.458,137.626962,3.6,41.42,0,944587.23
8.458,137.739893,3.634,43.38,0,926427.12
8.458,137.847893,3.624,38.77,0,933528.39
8.252,137.955893,3.638,36.04,0,951588.37
8.252,138.063893,3.72,44.42,0,969046.69
8.252,138.164695,3.823,48.88,0,1008557.04
8.252,138.247504,3.919,47.76,0,1152781.9
8.252,138.330312,3.988,57.2,0,926133.8
8.252,138.41312,4.078,53.63,0,1032076.06
8.252,138.495929,4.095,57.71,0,1001558.74
8.252,138.587106,4.101,58.56,0,970307.83
8.252,138.678283,4.034,62.59,0,1021568.34
8.252,138.769461,3.973,70.09,0,1125169.92
8.252,138.860638,3.924,69.53,0,1060868.49
8.252,139.002833,3.873,63.97,0,1042454.61
8.252,139.183292,3.851,68.53,0,1012584.2
8.023,139.36375,3.815,70.8,0,1077491.68
8.023,139.544208,3.784,74.22,0,1017050.65
8.023,139.700633,3.827,75.2,0,961953.57
8.023,139.796971,3.882,77.79,0,964683.8
8.023,139.89331,3.898,75.32,0,944958.69
8.023,139.989649,3.903,75.33,0,983232.96
8.023,140.085987,3.88,74.69,0,991779.2
8.023,140.12892,3.82,71.3,0,973004.91
8.023,140.162953,3.796,72.22,0,1181815.31
8.023,140.196985,3.784,69.16,0,912762.76
8.023,140.231017,3.809,69.14,1,1004434.54
8.023,140.2735,3.809,68.08,0,937420.65
8.023,140.32725,3.758,62.36,0,899834.75
8.023,140.381,3.684,69.78,0,953314.16
7.706,140.43475,3.633,56.44,0,993436.67
7.706,140.478419,3.583,62.63,0,944337.32
7.706,140.461605,3.618,59.3,0,981567.22
7.706,140.44479,3.604,49.31,0,1099351.68
7.706,140.427976,3.586,42.81,0,1106575.59
7.706,140.411161,3.57,47.8,0,1051740.29
7.706,140.412786,3.571,50.62,0,1007579.44
7.706,140.421786,3.536,46.28,1,1535857.49
7.706,140.430786,3.501,49.11,0,1167621.14
7.706,140.439786,3.47,45.35,0,1308967.44
7.706,140.470079,3.445,39.11,0,1453153.33
7.706,140.528765,3.413,39.83,0,1863195.68
7.706,140.58745,3.402,36.28,1,982661.14
7.503,140.646136,3.439,34.61,0,895358.2
7.503,140.704821,3.523,39,0,855437.57
7.503,140.808612,3.542,29.16,0,897027.44
7.503,140.912402,3.568,35.68,0,786459.23
7.503,141.016192,3.633,40.58,0,958487.75
7.503,141.119983,3.655,35.68,1,1034448.07
7.503,141.214036,3.703,36.25,0,1004749.41
7.503,141.300786,3.751,39,0,912958.95
7.503,141.387536,3.827,37.47,0,974866.65
7.503,141.474286,3.876,41.72,0,991127.01
7.503,141.55478,3.867,46.06,0,966780.01
7.503,141.626933,3.889,54.68,0,992774.4
7.503,141.699086,3.921,46.4,0,965769.93
7.671,141.77124,3.957,46.38,0,1197489.66
7.671,141.843393,4.025,49.89,0,939118.24
7.671,141.901526,4.046,58.81,0,1000342.87
7.671,141.959659,4.023,51.42,0,922539.94
7.671,142.017793,3.991,50.75,0,1005083.31
7.671,142.075926,3.947,56.72,0,997868.63
7.671,142.097012,3.899,61.9,0,986612.02
7.671,142.103278,3.85,62.39,0,1047297.38
7.671,142.109544,3.798,70.01,0,1102857.37
7.671,142.11581,3.746,61.71,0,1061134.37
7.671,142.129255,3.683,66.56,0,1061219.19
7.671,142.160646,3.629,70.61,0,1112449.3
7.671,142.192038,3.577,70.99,0,1053881.78
7.753,142.22343,3.538,77.41,0,1097786.14
7.753,142.254821,3.561,75.81,0,971361.38
7.753,142.233757,3.61,76.57,0,991969.37
7.753,142.212692,3.701,73.52,0,925731.21
7.753,142.191628,3.698,72.99,0,1007257.83
7.753,142.170563,3.772,76.74,0,973812.79
7.753,142.215738,3.84,74.92,0,981273.26
7.753,142.310593,3.874,70.42,0,1060906.75
7.753,142.405448,3.884,71.93,0,1022270.86
7.753,142.500303,3.921,73.3,1,996628.8
7.753,142.593883,3.988,66.42,0,918049.28
7.753,142.679817,4.056,63.38,0,921612.53
7.753,142.76575,4.018,62.17,0,976479.51
7.543,142.851683,4.027,62.09,0,1009887.36
7.543,142.937617,4.029,54.18,0,1004039.84
7.543,142.863363,4,55.28,0,978027.95
7.543,142.762411,3.917,57.58,0,1094422.69
5.892,131.527903,2.788,15.25,0,1364721.58
5.892,131.586613,2.771,18.75,1,1380892.08
5.892,131.637,2.747,26.7,0,1319588.04
5.892,131.686,2.753,32.68,0,1198709.65
5.892,131.735,2.766,33.15,0,1311175.93
5.892,131.784,2.805,36.07,0,1408082.96
5.892,131.82429,2.834,43.01,0,1229008.32
5.892,131.863129,2.831,38.59,0,1310701.8
5.435,131.901968,2.826,40.5,0,1556627.62
5.435,131.940807,2.849,56.82,0,1264434.7
5.435,131.9809,2.885,44.25,0,1288823.72
5.435,132.022667,2.895,46.4,0,1315023.08
5.435,132.064433,2.935,45.47,0,1259414.52
5.435,132.1062,2.981,61.04,0,1365552.28
5.435,132.152129,2.983,45.33,0,1303055.09
5.435,132.223032,2.961,57.94,0,1327424.28
5.435,132.293936,2.906,69.26,0,1571158.56
5.435,132.364839,2.857,64.94,0,1514435.51
5.435,132.435742,2.83,58.35,0,1439432.06
5.435,132.473333,2.805,60.29,0,1507708.93
5.435,132.4976,2.81,69.83,0,1415204.88
5.326,132.521867,2.815,64.76,0,1549113.18
5.326,132.546133,2.806,77.16,0,1417535.78
5.326,132.566774,2.796,73.94,0,1413124.11
5.326,132.582581,2.784,70.2,0,1333634.45
5.326,132.598387,2.792,69.71,0,1319773.55
5.326,132.614193,2.792,70.03,0,1417013.07
5.326,132.63,2.81,67.43,0,1346345.97
5.326,132.661613,2.796,68.65,0,1439901.05
5.326,132.693226,2.77,63.25,0,1584623.36
5.326,132.724839,2.735,72.91,0,1405119.23
5.326,132.756452,2.717,63.21,1,1272842.85
5.326,132.767067,2.716,55.3,0,1159132.58
5.326,132.761933,2.718,57.75,0,1099055.65
5.287,132.7568,2.717,62.07,0,1129909.44
5.287,132.751667,2.776,50.75,0,1179851.68
5.287,132.763355,2.878,45.55,0,1119809.71
5.287,132.817097,2.919,43.19,0,1147503.92
5.287,132.870839,2.938,48.68,0,1112871.23
5.287,132.924581,2.938,36.6,0,1203119.96
5.287,132.978323,2.961,35.59,0,1387953.75
5.287,132.9172,3.03,41.66,0,1314994.32
5.287,132.836933,3.07,34.95,1,2072685.05
5.287,132.756667,3.065,34.3,0,1617025.41
5.287,132.6764,3.132,20.12,0,1872365.99
5.287,132.680452,3.139,23.05,0,2238573.48
5.287,132.747742,3.15,22.96,0,2734277.1
5.287,132.815032,3.177,19.05,1,1169773.85
5.114,132.882323,3.193,27.81,0,1122034.48
5.114,132.951065,3.215,18.2,0,1016756.1
5.114,133.028516,3.232,15.58,0,1110706.06
5.114,133.105968,3.243,10.91,0,1083657.61
5.114,133.183419,3.24,14.5,0,1159438.53
5.114,133.260871,3.255,21.52,1,1249786.4
5.114,133.370143,3.263,26.6,0,1369971.57
5.114,133.492143,3.281,17,0,1206917.2
5.114,133.614143,3.437,20.67,0,1301185.28
5.114,133.736143,3.6,29.36,0,1042043.55
5.114,133.849226,3.634,37.28,0,1203682.62
5.114,133.958742,3.624,29.11,0,1148624.83
4.781,134.068258,3.638,29.44,0,1182694.95
4.781,134.177774,3.72,36.74,0,1248901.98
4.781,134.278467,3.823,45.51,0,1263680.51
4.781,134.3571,3.919,39.62,0,1447301.24
4.781,134.435733,3.988,54.2,0,1173307.4
4.781,134.514367,4.078,50.07,0,1359921.13
4.781,134.593,4.095,55.12,0,1254914.87
4.781,134.680387,4.101,56.67,0,1337617.55
4.781,134.767774,4.034,63.27,0,1361945.18
4.781,134.855161,3.973,67.21,0,1562161.97
4.781,134.942548,3.924,65.23,0,1447028.06
4.781,135.083733,3.873,61.06,0,1470520.83
4.781,135.265267,3.851,63.8,0,1434036.18
4.584,135.4468,3.815,65.65,0,1492507.44
4.584,135.628333,3.784,69.92,0,1379488.05
4.584,135.783742,3.827,69.8,0,1360520.56
4.584,135.873839,3.882,76.74,0,1362144
4.584,135.963935,3.898,69.55,0,1319767.55
4.584,136.054032,3.903,69.53,0,1416344.68
4.584,136.144129,3.88,69.86,0,1380952.05
4.584,136.183129,3.82,67.09,0,1453416.53
4.584,136.213613,3.796,67.04,0,1637266.29
4.584,136.244097,3.784,65.33,0,1464295.69
4.584,136.274581,3.809,66.04,1,1423289.9
4.584,136.3145,3.809,60.52,0,1253329.17
4.584,136.367,3.758,57.14,0,1289082.81
4.584,136.4195,3.684,64.76,0,1275597.85
4.42,136.472,3.633,49,0,1463501.99
4.42,136.515097,3.583,56.79,0,1257778.34
4.42,136.501774,3.618,52.12,0,1441032.59
4.42,136.488452,3.604,42.57,0,1407191.96
4.42,136.475129,3.586,39.18,0,1428436.33
4.42,136.461806,3.57,44.04,0,1436940.78
4.42,136.466667,3.571,45.48,0,1345631.96
4.42,136.4788,3.536,35.23,1,2057059.53
4.42,136.490933,3.501,43.6,0,1552886.59
4.42,136.503067,3.47,36.4,0,1841173.6
4.42,136.533516,3.445,32.99,0,2173621.2
4.42,136.588387,3.413,27.8,0,2587953.32
4.42,136.643258,3.402,22.3,1,1213486.95
4.261,136.698129,3.439,24.29,0,1150662.55
4.261,136.753,3.523,28.49,0,1031451.35
4.261,136.856419,3.542,15.33,0,1146992.13
4.261,136.959839,3.568,25.71,0,1037476.38
4.261,137.063258,3.633,29.71,0,1261872.67
4.261,137.166677,3.655,26.6,1,1358444.07
4.261,137.25831,3.703,27.01,0,1365546.69
4.261,137.341103,3.751,31.12,0,1272948.27
4.261,137.423897,3.827,25.91,0,1322852.2
4.261,137.50669,3.876,33.11,0,1292724.9
4.261,137.584387,3.867,41.19,0,1258364.31
4.261,137.65529,3.889,57.82,0,1288154.1
4.261,137.726193,3.921,36.71,0,1261964.96
4.125,137.797097,3.957,37.43,0,1604605.69
4.125,137.868,4.025,41.81,0,1231752.54
4.125,137.923067,4.046,56.55,0,1287899.41
4.125,137.978133,4.023,44.62,0,1277758.76
4.125,138.0332,3.991,45.88,0,1317379.68
4.125,138.088267,3.947,52.9,0,1321914.34
4.125,138.106581,3.899,58.42,0,1332952.47
4.125,138.110194,3.85,66.43,0,1552934.64
4.125,138.113807,3.798,66.22,0,1476144.34
4.125,138.117419,3.746,56.82,0,1568048.54
4.125,138.129533,3.683,64.73,0,1543667.68
4.125,138.1629,3.629,71.82,0,1522042.57
4.125,138.196267,3.577,64.23,0,1451782.16
4.156,138.229633,3.538,70.86,0,1545370.16
4.156,138.263,3.561,69.19,0,1384921.63
4.156,138.233193,3.61,71.13,0,1381339.23
4.156,138.203387,3.701,69.31,0,1322932.36
4.156,138.173581,3.698,71.51,0,1416926.31
4.156,138.143774,3.772,71.12,0,1436311.76
4.156,138.18571,3.84,69.97,0,1510131.45
4.156,138.281452,3.874,64.63,0,1702220.96
4.156,138.377194,3.884,68.34,0,1577468.78
4.156,138.472936,3.921,66.74,1,1427162.26
4.156,138.5673,3.988,61.37,0,1279041.64
4.156,138.6534,4.056,56.8,0,1338627.55
4.156,138.7395,4.018,53.71,0,1319035.06
4.145,138.8256,4.027,56.65,0,1464616.59
4.145,138.9117,4.029,48.1,0,1412925.25
4.145,138.833613,4,47.89,0,1363155.77
4.145,138.728161,3.917,50.56,0,1347454.59
8.326,131.527903,2.954,22.43,0,1388725.63
8.326,131.586613,2.94,25.94,1,1414107.1
8.326,131.637,2.909,31.05,0,1385362.49
8.326,131.686,2.91,33.98,0,1158722.74
8.326,131.735,2.919,36.73,0,1412387.37
8.326,131.784,2.938,42.31,0,1309340.16
8.326,131.82429,2.96,46.09,0,1222511.29
8.326,131.863129,2.963,48.87,0,1258311.56
8.211,131.901968,2.957,45.22,0,1478321.26
8.211,131.940807,2.992,62.06,0,1379579.63
8.211,131.9809,3.01,51.08,0,1268266.72
8.211,132.022667,3.021,51.07,0,1264117.01
8.211,132.064433,3.042,51.48,0,1259877.19
8.211,132.1062,3.095,66.65,0,1409705.03
8.211,132.152129,3.112,51.31,0,1346783.35
8.211,132.223032,3.096,60.44,0,1283482.85
8.211,132.293936,3.046,69.59,0,1473868.15
8.211,132.364839,3.006,71.99,0,1566668.91
8.211,132.435742,2.972,64.84,0,1375458.21
8.211,132.473333,2.942,67.17,0,1354168.18
8.211,132.4976,2.958,74.9,0,1399073.75
8.117,132.521867,2.958,71.12,0,1563387.94
8.117,132.546133,2.94,79.05,0,1665502.55
8.117,132.566774,2.933,76.56,0,1418697.05
8.117,132.582581,2.924,75.27,0,1333740.35
8.117,132.598387,2.932,75.91,0,1387517.63
8.117,132.614193,2.942,74.54,0,1442819.28
8.117,132.63,2.923,74.17,0,1384243.75
8.117,132.661613,2.913,72.17,0,1375307.54
8.117,132.693226,2.885,67,0,1350059.35
8.117,132.724839,2.86,73.52,0,1366381.6
8.117,132.756452,2.837,67.11,1,1474498.59
8.117,132.767067,2.846,60.31,0,1273295.46
8.117,132.761933,2.837,64.3,0,1169413.27
8.275,132.7568,2.84,66.88,0,1215273.2
8.275,132.751667,2.903,54.82,0,1361944.94
8.275,132.763355,2.999,52.83,0,1300806.74
8.275,132.817097,3.049,48.69,0,1234875.33
8.275,132.870839,3.055,57.29,0,1244925.94
8.275,132.924581,3.049,42.2,0,1285358.01
8.275,132.978323,3.065,41.76,0,1312877.01
8.275,132.9172,3.138,45.63,0,1277150.6
8.275,132.836933,3.186,41.92,1,1779276.51
8.275,132.756667,3.2,37.08,0,1413302.7
8.275,132.6764,3.255,27.11,0,1593012.75
8.275,132.680452,3.301,27.99,0,1663525.77
8.275,132.747742,3.309,27.74,0,2386015.75
8.275,132.815032,3.336,25.9,1,1208600.05
8.252,132.882323,3.351,30.72,0,1178641.71
8.252,132.951065,3.367,22.41,0,1167740.2
8.252,133.028516,3.391,23.69,0,1107170.39
8.252,133.105968,3.402,17.91,0,1126921.34
8.252,133.183419,3.4,23.83,0,1225182.04
8.252,133.260871,3.416,26.51,1,1341240.62
8.252,133.370143,3.42,34.04,0,1360150.12
8.252,133.492143,3.452,26.09,0,1235121.33
8.252,133.614143,3.605,31.36,0,1346994.53
8.252,133.736143,3.752,39.51,0,1253218.7
8.252,133.849226,3.796,43.39,0,1168397.26
8.252,133.958742,3.789,36.88,0,1158693.12
8.212,134.068258,3.811,35.73,0,1163803.3
8.212,134.177774,3.895,44.7,0,1273670.32
8.212,134.278467,3.981,52.36,0,1245576.65
8.212,134.3571,4.061,46,0,1372484.9
8.212,134.435733,4.117,60.48,0,1197761.17
8.212,134.514367,4.192,55.75,0,1339630.35
8.212,134.593,4.211,58.49,0,1311950.16
8.212,134.680387,4.202,59.84,0,1234281.7
8.212,134.767774,4.134,65.74,0,1311153.72
8.212,134.855161,4.069,73.12,0,1554837.62
8.212,134.942548,4.025,70.02,0,1373841.91
8.212,135.083733,3.989,64.34,0,1320359.23
8.212,135.265267,3.964,68.88,0,1304850.67
8.358,135.4468,3.916,70.27,0,1445596.61
8.358,135.628333,3.886,72.56,0,1567340.07
8.358,135.783742,3.915,74.43,0,1356938.95
8.358,135.873839,3.972,79.29,0,1357672.24
8.358,135.963935,4.004,74.84,0,1310973.06
8.358,136.054032,4.02,74.64,0,1417616.81
8.358,136.144129,3.995,72.52,0,1402818.01
8.358,136.183129,3.942,69.93,0,1352039.88
8.358,136.213613,3.906,69.94,0,1402372.09
8.358,136.244097,3.879,68.14,0,1196105.44
8.358,136.274581,3.93,68.32,1,1527455.19
8.358,136.3145,3.937,65.56,0,1227535.97
8.358,136.367,3.899,60.61,0,1232376.49
8.358,136.4195,3.858,68,0,1246242.61
8.454,136.472,3.775,53.87,0,1405914.39
8.454,136.515097,3.744,60.21,0,1333315.03
8.454,136.501774,3.757,56.6,0,1283563.43
8.454,136.488452,3.757,48,0,1307142.75
8.454,136.475129,3.738,39.87,0,1385860.38
8.454,136.461806,3.719,46.78,0,1425078.59
8.454,136.466667,3.717,48.17,0,1297535.69
8.454,136.4788,3.689,41.83,1,1761235.67
8.454,136.490933,3.666,47.21,0,1335647.1
8.454,136.503067,3.627,42.3,0,1529615.54
8.454,136.533516,3.611,36,0,1624994.43
8.454,136.588387,3.587,36.93,0,2168344.23
8.454,136.643258,3.566,33.45,1,1363973.16
8.659,136.698129,3.585,32.86,0,1251581.89
8.659,136.753,3.666,36.5,0,1155594.2
8.659,136.856419,3.705,25.73,0,1151993.85
8.659,136.959839,3.737,31.92,0,1057290.41
8.659,137.063258,3.796,38.61,0,1249696.97
8.659,137.166677,3.826,33.82,1,1403460.87
8.659,137.25831,3.874,33.92,0,1326370.08
8.659,137.341103,3.917,37.35,0,1303233.15
8.659,137.423897,3.983,35.36,0,1213994.39
8.659,137.50669,4.021,41.5,0,1325835.7
8.659,137.584387,4.021,48.68,0,1239299.12
8.659,137.65529,4.054,59.51,0,1221723.94
8.659,137.726193,4.098,47.28,0,1230106.13
8.983,137.797097,4.143,45.25,0,1524734.29
8.983,137.868,4.187,48.65,0,1285783.87
8.983,137.923067,4.17,61.05,0,1208654.4
8.983,137.978133,4.163,49.26,0,1194334.65
8.983,138.0332,4.124,52.14,0,1306551.71
8.983,138.088267,4.055,58.7,0,1355391.79
8.983,138.106581,4.029,63.1,0,1298809.8
8.983,138.110194,3.979,65.79,0,1407897.57
8.983,138.113807,3.915,71.79,0,1467722.19
8.983,138.117419,3.871,59.93,0,1406313.13
8.983,138.129533,3.786,68.28,0,1364445.98
8.983,138.1629,3.722,72.29,0,1434709.63
8.983,138.196267,3.667,70.4,0,1428869.9
8.953,138.229633,3.646,77.18,0,1645097.75
8.953,138.263,3.689,75.36,0,1405475.78
8.953,138.233193,3.732,76.42,0,1394299
8.953,138.203387,3.82,73.62,0,1307339.14
8.953,138.173581,3.819,73.26,0,1440374.13
8.953,138.143774,3.863,75.53,0,1497054.81
8.953,138.18571,3.963,72.87,0,1397970.54
8.953,138.281452,3.997,68.13,0,1303726.54
8.953,138.377194,4.026,71.18,0,1344558.92
8.953,138.472936,4.076,72.81,1,1477134.75
8.953,138.5673,4.088,64.28,0,1242909.53
8.953,138.6534,4.203,61.25,0,1261158.47
8.953,138.7395,4.158,58.86,0,1259278.36
8.693,138.8256,4.151,60.35,0,1416720.54
8.693,138.9117,4.186,51.64,0,1416301.17
8.693,138.833613,4.153,52.59,0,1255414.84
8.693,138.728161,4.071,55.16,0,1307182.29
8.187,204.247194,2.784,21.1,0,677231.63
8.187,204.385747,2.773,19.64,1,583364.02
8.187,204.4321,2.745,24.16,0,676260.67
8.187,204.463087,2.754,29.16,0,628516.57
8.187,204.494073,2.777,29.45,0,665750.06
8.187,204.52506,2.818,40.05,0,660619.99
8.187,204.378226,2.844,45,0,659795.84
8.187,204.201755,2.854,45.84,0,696687.6
7.856,204.025284,2.85,47.2,0,822486.37
7.856,203.848813,2.869,61.36,0,712647.97
7.856,203.730749,2.899,52.16,0,715311.6
7.856,203.690559,2.902,46.12,0,694531.72
7.856,203.650369,2.921,50.97,0,706924.02
7.856,203.610178,2.966,63.67,0,724468.97
7.856,203.613392,2.982,50.27,0,698073.95
7.856,203.877024,2.958,57.17,0,704113.22
7.856,204.140656,2.899,69.31,0,792442.54
7.856,204.404288,2.847,69.22,0,764155.44
7.856,204.66792,2.809,63.68,0,737163.2
7.856,204.670036,2.78,69.56,0,780444.94
7.856,204.567546,2.808,72.17,0,737569.14
7.527,204.465056,2.815,66.42,0,759407.87
7.527,204.362566,2.793,75.24,0,719591.13
7.527,204.357166,2.783,73.43,0,726997.84
7.527,204.481219,2.771,75.37,0,665290.93
7.527,204.605272,2.781,71.99,0,682124.34
7.527,204.729325,2.784,71.79,0,699464.43
7.527,204.853378,2.805,72.73,0,686072.39
7.527,204.821704,2.779,71.81,0,724499.81
7.527,204.790031,2.755,67.15,0,711461.95
7.527,204.758357,2.715,71.17,0,685700.08
7.527,204.726683,2.699,61.14,1,655811.95
7.527,204.751328,2.706,60.13,0,628989.88
7.527,204.818213,2.713,65.06,0,607819.33
7.484,204.885097,2.707,57.56,0,658640.14
7.484,204.951982,2.764,48.46,0,674283.86
7.484,205.013764,2.868,54.09,0,616094.72
7.484,205.062788,2.917,46.73,0,661644.19
7.484,205.111813,2.921,55.72,0,674458.03
7.484,205.160837,2.917,38.8,0,696314.53
7.484,205.209861,2.931,40.68,0,713250.08
7.484,205.099281,3,42.72,0,718056.73
7.484,204.9621,3.039,43.43,1,1115240.61
7.484,204.824919,3.046,32.41,0,885572.96
7.484,204.687738,3.109,22.65,0,964729.18
7.484,204.632119,3.14,21.6,0,1047707.59
7.484,204.637673,3.141,22.94,0,1295391.19
7.484,204.643227,3.179,25.89,1,623092.54
7.343,204.64878,3.193,29,0,558794.63
7.343,204.702604,3.205,18.3,0,572360.83
7.343,205.04605,3.229,23.21,0,568093.57
7.343,205.389495,3.237,18.92,0,600448.69
7.343,205.732941,3.231,23.94,0,639830.45
7.343,206.076386,3.239,21.18,1,615666.78
7.343,206.36947,3.245,38.42,0,634637.03
7.343,206.642409,3.274,28.36,0,570816.34
7.343,206.915348,3.433,31.59,0,640912.18
7.343,207.188288,3.582,36.73,0,599828.39
7.343,207.428384,3.631,40.94,0,603393.64
7.343,207.655344,3.625,38.51,0,616324.24
7.287,207.882304,3.638,28.5,0,618377.79
7.287,208.109264,3.72,42.11,0,648606.13
7.287,208.317281,3.821,51.43,0,674562.45
7.287,208.47794,3.892,45.87,0,756588.42
7.287,208.6386,3.962,58.43,0,649245
7.287,208.79926,4.046,49.5,0,659446.55
7.287,208.959919,4.066,60.1,0,684783.15
7.287,208.758317,4.062,56.56,0,677971.33
7.287,208.556714,3.985,67.18,0,718373.94
7.287,208.355112,3.922,70.69,0,737551.74
7.287,208.153509,3.881,71.45,0,740259.63
7.287,208.12656,3.842,63.58,0,717373.43
7.287,208.230602,3.804,70.71,0,699270.1
7.274,208.334643,3.748,66.61,0,706206.86
7.274,208.438685,3.711,71.64,0,698529.64
7.274,208.530934,3.76,72.67,0,680510.23
7.274,208.593702,3.811,78.1,0,670854.96
7.274,208.65647,3.829,74.72,0,668390.82
7.274,208.719238,3.842,74,0,679706.01
7.274,208.782006,3.812,70.93,0,667130.48
7.274,208.842436,3.747,68.09,0,688958.75
7.274,208.902476,3.704,66.8,0,726422.55
7.274,208.962516,3.703,67.2,0,699779
7.274,209.022556,3.738,67.51,1,673248.48
7.274,209.189389,3.742,62.05,0,628720.46
7.274,209.498613,3.711,60.28,0,620885.93
7.274,209.807836,3.645,60.7,0,639160.24
7.082,210.11706,3.583,50.82,0,671522.87
7.082,210.40276,3.541,58.95,0,646915.47
7.082,210.547325,3.57,50.22,0,690675.5
7.082,210.69189,3.569,46.28,0,724443.97
7.082,210.836455,3.551,40.88,0,718393.61
7.082,210.98102,3.53,44.81,0,719235.07
7.082,211.184721,3.53,46.41,0,728525.6
7.082,211.412076,3.492,43.49,1,1116211.39
7.082,211.639431,3.452,42.85,0,878314.57
7.082,211.866786,3.415,38.69,0,916446.02
7.082,212.068504,3.413,33.09,0,997502.47
7.082,212.23604,3.389,36.56,0,1290532.97
7.082,212.403576,3.389,32.42,1,683665.37
6.961,212.571112,3.422,30.23,0,636419.12
6.961,212.738649,3.513,34.6,0,614764.31
6.961,212.83364,3.533,23.87,0,594744.89
6.961,212.928631,3.567,32.24,0,589554.29
6.961,213.023622,3.617,34.98,0,642776.4
6.961,213.118614,3.64,32.47,1,658984.38
6.961,213.273211,3.695,32.23,0,654088.02
6.961,213.472512,3.739,35.51,0,613501.05
6.961,213.671813,3.816,36.01,0,643155.89
6.961,213.871114,3.848,37.44,0,643711.53
6.961,214.016713,3.862,50.64,0,638204.27
6.961,214.090711,3.9,62.7,0,672831.78
6.961,214.164708,3.953,47.92,0,684348.92
7.139,214.238705,3.996,44.73,0,791356.9
7.139,214.312703,4.044,42.46,0,658691.56
7.139,214.367504,4.027,57.1,0,661566.48
7.139,214.422306,4.004,44.2,0,655157.32
7.139,214.477108,3.951,58.76,0,696421.72
7.139,214.53191,3.889,59.21,0,739866.16
7.139,214.548557,3.848,58.21,0,717207.19
7.139,214.549942,3.798,67.69,0,783371.02
7.139,214.551328,3.742,69.54,0,694765.95
7.139,214.552713,3.689,58.48,0,730254.19
7.139,214.565324,3.62,68.34,0,753860.89
7.139,214.606,3.564,73.52,0,721601.9
7.139,214.646676,3.506,69.84,0,718890.81
7.28,214.687351,3.475,75.52,0,753385.55
7.28,214.728027,3.523,73.87,0,714093.95
7.28,214.733135,3.567,74.32,0,685676.58
7.28,214.738243,3.647,72.98,0,659109.53
7.28,214.743351,3.654,72.08,0,709724.6
7.28,214.748459,3.722,71.93,0,710496.97
7.28,214.825578,3.807,66.99,0,728467.72
7.28,214.956704,3.834,64.53,0,756527.64
7.28,215.087831,3.867,68.55,0,714828.73
7.28,215.218957,3.911,72.79,1,671482.9
7.28,215.358376,3.948,60.9,0,657241.63
7.28,215.547546,4.038,57.6,0,664745.2
7.28,215.736716,3.997,54.52,0,683300.84
7.293,215.925886,3.985,57.58,0,699536.73
7.293,216.115057,4,43.74,0,697317.41
7.293,216.14647,3.969,51.93,0,685531.85
7.293,216.15159,3.882,56.69,0,688940.94
8.488,131.527903,2.788,9.55,0,1034119.21
8.488,131.586613,2.771,18.14,1,1015684.09
8.488,131.637,2.747,22.62,0,999348.55
8.488,131.686,2.753,27.32,0,855385.01
8.488,131.735,2.766,28.6,0,1005669.58
8.488,131.784,2.805,31.1,0,963382.09
8.488,131.82429,2.834,35.34,0,903366.55
8.488,131.863129,2.831,35.26,0,893613
8.512,131.901968,2.826,36.53,0,1029849.2
8.512,131.940807,2.849,50.13,0,1022293.81
8.512,131.9809,2.885,36.6,0,905548.38
8.512,132.022667,2.895,39.68,0,881930.87
8.512,132.064433,2.935,40.56,0,904503.85
8.512,132.1062,2.981,54.72,0,1074479.73
8.512,132.152129,2.983,39.08,0,972663.59
8.512,132.223032,2.961,50.81,0,986765.01
8.512,132.293936,2.906,61.65,0,1069851.59
8.512,132.364839,2.857,58.46,0,1003202.66
8.512,132.435742,2.83,51.62,0,1073862.59
8.512,132.473333,2.805,53.62,0,1001286.67
8.512,132.4976,2.81,63.78,0,976242.09
8.445,132.521867,2.815,58.9,0,1078455.48
8.445,132.546133,2.806,71.08,0,1122356.53
8.445,132.566774,2.796,67.66,0,1028151.72
